Source : https://data.sncf.com
Thème : Régularité des TGV
Périodicité : mensuelle
Début : 2012
Fin : 2015


La régularité est calculée lors de l’arrivée du train à la dernière gare de son parcours (terminus). Ce mode de calcul, qui n’intègre pas les gares intermédiaires, propose le retard cumulé sur l’ensemble d’un trajet.
L’indicateur utilisé est celui de la « régularité composite » : un train est considéré en retard s’il arrive cinq minutes après son heure prévue pour un trajet de moins de 1h30, dix minutes pour un trajet de 1h30 à 3h,
et quinze minutes pour un trajet de plus de 3h.Un train supprimé avant 16h la veille de sa circulation ne sera pas comptabilisé. En revanche, si l’annonce de sa suppression n’a pu être faite la veille avant 16h, 
le train sera bien comptabilisé comme un train supprimé, que cette suppression soit totale ou partielle (le train a effectué qu’une partie de son parcours).

  -----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 | Année| Mois | Id Trajet | Id Gare de départ| Gare de départ                      | Id Gare d'arrivée| Gare d'arrivée                      | Nombre de TGV programmés | Nombre de TGV annulés | Nombre de TGV en retard|
*| 2014 | 1    | 027       | 021              | LYON PART DIEU                      | 039              | RENNES                              | 30                       | 0                     | 3                      |
*| 2014 | 1    | 028       | 022              | MACON LOCHE                         | 032              | PARIS LYON                          | 201                      | 0                     | 14                     |
*| 2014 | 1    | 032       | 024              | METZ                                | 031              | PARIS EST                           | 301                      | 0                     | 13                     |
*| 2014 | 1    | 060       | 032              | PARIS LYON                          | 030              | NIMES                               | 328                      | 0                     | 33                     |
*| 2014 | 1    | 073       | 033              | PARIS MONTPARNASSE                  | 036              | POITIERS                            | 522                      | 0                     | 12                     |
*| 2014 | 1    | 078       | 033              | PARIS MONTPARNASSE                  | 045              | TOULOUSE MATABIAU                   | 154                      | 0                     | 15                     |
*| 2014 | 1    | 005       | 005              | ARRAS                               | 034              | PARIS NORD                          | 343                      | 0                     | 45                     |
*| 2014 | 1    | 048       | 032              | PARIS LYON                          | 007              | BELLEGARDE (AIN)                    | 238                      | 0                     | 27                     |
*| 2014 | 2    | 012       | 012              | DIJON VILLE                         | 032              | PARIS LYON                          | 439                      | 0                     | 32                     |
*| 2014 | 2    | 051       | 032              | PARIS LYON                          | 012              | DIJON VILLE                         | 485                      | 0                     | 15                     |
*| 2014 | 2    | 083       | 034              | PARIS NORD                          | 014              | DUNKERQUE                           | 116                      | 0                     | 4                      |
*| 2014 | 2    | 069       | 033              | PARIS MONTPARNASSE                  | 016              | LA ROCHELLE VILLE                   | 202                      | 0                     | 20                     |
*| 2014 | 2    | 024       | 021              | LYON PART DIEU                      | 023              | MARSEILLE ST CHARLES                | 586                      | 1                     | 62                     |
*| 2014 | 2    | 027       | 021              | LYON PART DIEU                      | 039              | RENNES                              | 28                       | 0                     | 1                      |
*| 2014 | 2    | 028       | 022              | MACON LOCHE                         | 032              | PARIS LYON                          | 183                      | 0                     | 11                     |
*| 2014 | 2    | 055       | 032              | PARIS LYON                          | 022              | MACON LOCHE                         | 208                      | 0                     | 8                      |
*| 2014 | 2    | 031       | 023              | MARSEILLE ST CHARLES                | 032              | PARIS LYON                          | 400                      | 0                     | 16                     |
*| 2014 | 2    | 056       | 032              | PARIS LYON                          | 023              | MARSEILLE ST CHARLES                | 433                      | 0                     | 11                     |
*| 2014 | 2    | 003       | 003              | ANGOULEME                           | 033              | PARIS MONTPARNASSE                  | 298                      | 0                     | 40                     |
*| 2014 | 2    | 066       | 033              | PARIS MONTPARNASSE                  | 003              | ANGOULEME                           | 300                      | 0                     | 23                     |
*| 2014 | 2    | 035       | 026              | MULHOUSE VILLE                      | 032              | PARIS LYON                          | 290                      | 0                     | 14                     |
*| 2014 | 2    | 039       | 029              | NICE VILLE                          | 032              | PARIS LYON                          | 174                      | 0                     | 18                     |
*| 2014 | 2    | 060       | 032              | PARIS LYON                          | 030              | NIMES                               | 295                      | 0                     | 16                     |
*| 2014 | 2    | 087       | 037              | QUIMPER                             | 033              | PARIS MONTPARNASSE                  | 132                      | 0                     | 4                      |
*| 2014 | 2    | 046       | 032              | PARIS LYON                          | 004              | ANNECY                              | 136                      | 0                     | 5                      |
*| 2014 | 2    | 090       | 039              | RENNES                              | 033              | PARIS MONTPARNASSE                  | 520                      | 0                     | 40                     |
*| 2014 | 2    | 044       | 031              | PARIS EST                           | 043              | STRASBOURG                          | 402                      | 0                     | 31                     |
*| 2014 | 2    | 096       | 044              | TOULON                              | 032              | PARIS LYON                          | 228                      | 0                     | 20                     |
*| 2014 | 2    | 079       | 033              | PARIS MONTPARNASSE                  | 046              | TOURS                               | 135                      | 0                     | 14                     |
*| 2014 | 2    | 099       | 047              | VALENCE ALIXAN TGV                  | 032              | PARIS LYON                          | 248                      | 0                     | 22                     |
*| 2014 | 2    | 100       | 048              | VANNES                              | 033              | PARIS MONTPARNASSE                  | 140                      | 0                     | 5                      |
*| 2014 | 2    | 080       | 033              | PARIS MONTPARNASSE                  | 048              | VANNES                              | 146                      | 0                     | 8                      |
*| 2014 | 2    | 006       | 006              | AVIGNON TGV                         | 032              | PARIS LYON                          | 383                      | 0                     | 49                     |
*| 2014 | 2    | 007       | 007              | BELLEGARDE (AIN)                    | 032              | PARIS LYON                          | 234                      | 0                     | 17                     |
*| 2014 | 2    | 068       | 033              | PARIS MONTPARNASSE                  | 010              | BREST                               | 170                      | 0                     | 9                      |
*| 2014 | 2    | 013       | 013              | DOUAI                               | 034              | PARIS NORD                          | 187                      | 0                     | 23                     |
*| 2014 | 2    | 082       | 034              | PARIS NORD                          | 013              | DOUAI                               | 192                      | 0                     | 21                     |
*| 2014 | 2    | 015       | 015              | GRENOBLE                            | 032              | PARIS LYON                          | 228                      | 0                     | 9                      |
*| 2014 | 2    | 018       | 018              | LE CREUSOT MONTCEAU MONTCHANIN      | 032              | PARIS LYON                          | 199                      | 0                     | 19                     |
*| 2014 | 2    | 053       | 032              | PARIS LYON                          | 018              | LE CREUSOT MONTCEAU MONTCHANIN      | 188                      | 0                     | 23                     |
*| 2014 | 2    | 002       | 002              | ANGERS SAINT LAUD                   | 033              | PARIS MONTPARNASSE                  | 411                      | 0                     | 32                     |
*| 2014 | 2    | 065       | 033              | PARIS MONTPARNASSE                  | 002              | ANGERS SAINT LAUD                   | 397                      | 0                     | 22                     |
*| 2014 | 2    | 054       | 032              | PARIS LYON                          | 021              | LYON PART DIEU                      | 581                      | 0                     | 15                     |
*| 2014 | 2    | 037       | 028              | NANTES                              | 033              | PARIS MONTPARNASSE                  | 490                      | 0                     | 39                     |
*| 2014 | 2    | 040       | 030              | NIMES                               | 032              | PARIS LYON                          | 302                      | 0                     | 22                     |
*| 2014 | 2    | 074       | 033              | PARIS MONTPARNASSE                  | 037              | QUIMPER                             | 119                      | 0                     | 4                      |
*| 2014 | 2    | 088       | 038              | REIMS                               | 031              | PARIS EST                           | 192                      | 0                     | 9                      |
*| 2014 | 2    | 092       | 041              | ST MALO                             | 033              | PARIS MONTPARNASSE                  | 91                       | 0                     | 6                      |
*| 2014 | 2    | 063       | 032              | PARIS LYON                          | 044              | TOULON                              | 176                      | 0                     | 11                     |
*| 2014 | 2    | 078       | 033              | PARIS MONTPARNASSE                  | 045              | TOULOUSE MATABIAU                   | 125                      | 0                     | 19                     |
*| 2014 | 2    | 064       | 032              | PARIS LYON                          | 047              | VALENCE ALIXAN TGV                  | 243                      | 0                     | 11                     |
*| 2014 | 2    | 005       | 005              | ARRAS                               | 034              | PARIS NORD                          | 311                      | 1                     | 36                     |
*| 2014 | 2    | 047       | 032              | PARIS LYON                          | 006              | AVIGNON TGV                         | 450                      | 0                     | 25                     |
*| 2014 | 2    | 049       | 032              | PARIS LYON                          | 008              | BESANCON FRANCHE COMTE TGV          | 199                      | 0                     | 9                      |
*| 2014 | 2    | 009       | 009              | BORDEAUX ST JEAN                    | 033              | PARIS MONTPARNASSE                  | 580                      | 0                     | 82                     |
*| 2014 | 2    | 011       | 011              | CHAMBERY CHALLES LES EAUX           | 032              | PARIS LYON                          | 268                      | 0                     | 27                     |
*| 2014 | 2    | 050       | 032              | PARIS LYON                          | 011              | CHAMBERY CHALLES LES EAUX           | 291                      | 0                     | 24                     |
*| 2014 | 2    | 016       | 016              | LA ROCHELLE VILLE                   | 033              | PARIS MONTPARNASSE                  | 203                      | 0                     | 18                     |
*| 2014 | 2    | 070       | 033              | PARIS MONTPARNASSE                  | 017              | LAVAL                               | 219                      | 0                     | 19                     |
*| 2014 | 2    | 019       | 019              | LE MANS                             | 033              | PARIS MONTPARNASSE                  | 445                      | 0                     | 63                     |
*| 2014 | 2    | 021       | 020              | LILLE                               | 023              | MARSEILLE ST CHARLES                | 111                      | 0                     | 9                      |
*| 2014 | 2    | 084       | 034              | PARIS NORD                          | 020              | LILLE                               | 575                      | 0                     | 18                     |
*| 2014 | 2    | 033       | 025              | MONTPELLIER                         | 021              | LYON PART DIEU                      | 359                      | 1                     | 61                     |
*| 2014 | 2    | 036       | 027              | NANCY                               | 031              | PARIS EST                           | 268                      | 0                     | 6                      |
*| 2014 | 2    | 042       | 031              | PARIS EST                           | 027              | NANCY                               | 267                      | 0                     | 5                      |
*| 2014 | 2    | 038       | 028              | NANTES                              | 043              | STRASBOURG                          | 36                       | 0                     | 4                      |
*| 2014 | 2    | 094       | 043              | STRASBOURG                          | 028              | NANTES                              | 36                       | 0                     | 3                      |
*| 2014 | 2    | 059       | 032              | PARIS LYON                          | 029              | NICE VILLE                          | 159                      | 0                     | 19                     |
*| 2014 | 2    | 085       | 035              | PERPIGNAN                           | 032              | PARIS LYON                          | 139                      | 0                     | 5                      |
*| 2014 | 2    | 075       | 033              | PARIS MONTPARNASSE                  | 039              | RENNES                              | 511                      | 0                     | 28                     |
*| 2014 | 2    | 091       | 040              | SAINT ETIENNE CHATEAUCREUX          | 032              | PARIS LYON                          | 5                        | 0                     | 1                      |
*| 2014 | 2    | 045       | 032              | PARIS LYON                          | 001              | AIX EN PROVENCE TGV                 | 409                      | 0                     | 14                     |
*| 2014 | 2    | 010       | 010              | BREST                               | 033              | PARIS MONTPARNASSE                  | 156                      | 0                     | 12                     |
*| 2014 | 2    | 014       | 014              | DUNKERQUE                           | 034              | PARIS NORD                          | 103                      | 0                     | 2                      |
*| 2014 | 2    | 071       | 033              | PARIS MONTPARNASSE                  | 019              | LE MANS                             | 410                      | 0                     | 45                     |
*| 2014 | 2    | 025       | 021              | LYON PART DIEU                      | 025              | MONTPELLIER                         | 363                      | 0                     | 39                     |
*| 2014 | 2    | 026       | 021              | LYON PART DIEU                      | 032              | PARIS LYON                          | 573                      | 0                     | 17                     |
*| 2014 | 2    | 032       | 024              | METZ                                | 031              | PARIS EST                           | 272                      | 0                     | 8                      |
*| 2014 | 2    | 057       | 032              | PARIS LYON                          | 025              | MONTPELLIER                         | 295                      | 0                     | 18                     |
*| 2014 | 2    | 058       | 032              | PARIS LYON                          | 026              | MULHOUSE VILLE                      | 286                      | 0                     | 12                     |
*| 2014 | 2    | 072       | 033              | PARIS MONTPARNASSE                  | 028              | NANTES                              | 495                      | 0                     | 30                     |
*| 2014 | 2    | 061       | 032              | PARIS LYON                          | 035              | PERPIGNAN                           | 140                      | 0                     | 9                      |
*| 2014 | 2    | 086       | 036              | POITIERS                            | 033              | PARIS MONTPARNASSE                  | 443                      | 0                     | 37                     |
*| 2014 | 2    | 073       | 033              | PARIS MONTPARNASSE                  | 036              | POITIERS                            | 453                      | 0                     | 27                     |
*| 2014 | 2    | 004       | 004              | ANNECY                              | 032              | PARIS LYON                          | 133                      | 0                     | 10                     |
*| 2014 | 2    | 093       | 042              | ST PIERRE DES CORPS                 | 033              | PARIS MONTPARNASSE                  | 394                      | 0                     | 63                     |
*| 2014 | 2    | 095       | 043              | STRASBOURG                          | 031              | PARIS EST                           | 434                      | 0                     | 21                     |
*| 2014 | 2    | 097       | 045              | TOULOUSE MATABIAU                   | 033              | PARIS MONTPARNASSE                  | 68                       | 0                     | 7                      |
*| 2014 | 2    | 048       | 032              | PARIS LYON                          | 007              | BELLEGARDE (AIN)                    | 220                      | 0                     | 15                     |
*| 2014 | 2    | 001       | 001              | AIX EN PROVENCE TGV                 | 032              | PARIS LYON                          | 368                      | 0                     | 32                     |
*| 2014 | 2    | 052       | 032              | PARIS LYON                          | 015              | GRENOBLE                            | 245                      | 0                     | 21                     |
*| 2014 | 2    | 017       | 017              | LAVAL                               | 033              | PARIS MONTPARNASSE                  | 220                      | 0                     | 17                     |
*| 2014 | 2    | 020       | 020              | LILLE                               | 021              | LYON PART DIEU                      | 196                      | 0                     | 12                     |
*| 2014 | 2    | 023       | 021              | LYON PART DIEU                      | 020              | LILLE                               | 224                      | 0                     | 41                     |
*| 2014 | 2    | 029       | 023              | MARSEILLE ST CHARLES                | 020              | LILLE                               | 112                      | 0                     | 23                     |
*| 2014 | 2    | 022       | 020              | LILLE                               | 034              | PARIS NORD                          | 567                      | 0                     | 52                     |
*| 2014 | 2    | 030       | 023              | MARSEILLE ST CHARLES                | 021              | LYON PART DIEU                      | 511                      | 0                     | 70                     |
*| 2014 | 2    | 089       | 039              | RENNES                              | 021              | LYON PART DIEU                      | 56                       | 0                     | 2                      |
*| 2014 | 2    | 041       | 031              | PARIS EST                           | 024              | METZ                                | 279                      | 0                     | 10                     |
*| 2014 | 2    | 034       | 025              | MONTPELLIER                         | 032              | PARIS LYON                          | 302                      | 0                     | 16                     |
*| 2014 | 2    | 043       | 031              | PARIS EST                           | 038              | REIMS                               | 196                      | 0                     | 7                      |
*| 2014 | 2    | 062       | 032              | PARIS LYON                          | 040              | SAINT ETIENNE CHATEAUCREUX          | 12                       | 0                     | 0                      |
*| 2014 | 2    | 076       | 033              | PARIS MONTPARNASSE                  | 041              | ST MALO                             | 52                       | 0                     | 3                      |
*| 2014 | 2    | 077       | 033              | PARIS MONTPARNASSE                  | 042              | ST PIERRE DES CORPS                 | 419                      | 0                     | 29                     |
*| 2014 | 2    | 098       | 046              | TOURS                               | 033              | PARIS MONTPARNASSE                  | 187                      | 0                     | 13                     |
*| 2014 | 2    | 081       | 034              | PARIS NORD                          | 005              | ARRAS                               | 310                      | 0                     | 25                     |
*| 2014 | 2    | 008       | 008              | BESANCON FRANCHE COMTE TGV          | 032              | PARIS LYON                          | 205                      | 0                     | 11                     |
*| 2014 | 2    | 067       | 033              | PARIS MONTPARNASSE                  | 009              | BORDEAUX ST JEAN                    | 570                      | 0                     | 44                     |
*| 2014 | 3    | 010       | 010              | BREST                               | 033              | PARIS MONTPARNASSE                  | 160                      | 0                     | 6                      |
*| 2014 | 3    | 083       | 034              | PARIS NORD                          | 014              | DUNKERQUE                           | 124                      | 0                     | 6                      |
*| 2014 | 3    | 016       | 016              | LA ROCHELLE VILLE                   | 033              | PARIS MONTPARNASSE                  | 225                      | 0                     | 7                      |
*| 2014 | 3    | 002       | 002              | ANGERS SAINT LAUD                   | 033              | PARIS MONTPARNASSE                  | 449                      | 0                     | 25                     |
*| 2014 | 3    | 029       | 023              | MARSEILLE ST CHARLES                | 020              | LILLE                               | 124                      | 0                     | 28                     |
*| 2014 | 3    | 056       | 032              | PARIS LYON                          | 023              | MARSEILLE ST CHARLES                | 479                      | 0                     | 28                     |
*| 2014 | 3    | 034       | 025              | MONTPELLIER                         | 032              | PARIS LYON                          | 336                      | 0                     | 33                     |
*| 2014 | 3    | 037       | 028              | NANTES                              | 033              | PARIS MONTPARNASSE                  | 537                      | 0                     | 21                     |
*| 2014 | 3    | 059       | 032              | PARIS LYON                          | 029              | NICE VILLE                          | 169                      | 0                     | 19                     |
*| 2014 | 3    | 085       | 035              | PERPIGNAN                           | 032              | PARIS LYON                          | 159                      | 0                     | 13                     |
*| 2014 | 3    | 061       | 032              | PARIS LYON                          | 035              | PERPIGNAN                           | 158                      | 0                     | 16                     |
*| 2014 | 3    | 074       | 033              | PARIS MONTPARNASSE                  | 037              | QUIMPER                             | 147                      | 0                     | 8                      |
*| 2014 | 3    | 046       | 032              | PARIS LYON                          | 004              | ANNECY                              | 150                      | 0                     | 7                      |
*| 2014 | 3    | 098       | 046              | TOURS                               | 033              | PARIS MONTPARNASSE                  | 214                      | 0                     | 26                     |
*| 2014 | 3    | 006       | 006              | AVIGNON TGV                         | 032              | PARIS LYON                          | 410                      | 0                     | 62                     |
*| 2014 | 3    | 048       | 032              | PARIS LYON                          | 007              | BELLEGARDE (AIN)                    | 240                      | 0                     | 24                     |
*| 2014 | 3    | 009       | 009              | BORDEAUX ST JEAN                    | 033              | PARIS MONTPARNASSE                  | 659                      | 2                     | 69                     |
*| 2014 | 3    | 011       | 011              | CHAMBERY CHALLES LES EAUX           | 032              | PARIS LYON                          | 297                      | 0                     | 24                     |
*| 2014 | 3    | 012       | 012              | DIJON VILLE                         | 032              | PARIS LYON                          | 485                      | 0                     | 34                     |
*| 2014 | 3    | 051       | 032              | PARIS LYON                          | 012              | DIJON VILLE                         | 514                      | 0                     | 23                     |
*| 2014 | 3    | 014       | 014              | DUNKERQUE                           | 034              | PARIS NORD                          | 112                      | 0                     | 2                      |
*| 2014 | 3    | 069       | 033              | PARIS MONTPARNASSE                  | 016              | LA ROCHELLE VILLE                   | 223                      | 0                     | 12                     |
*| 2014 | 3    | 020       | 020              | LILLE                               | 021              | LYON PART DIEU                      | 217                      | 0                     | 12                     |
*| 2014 | 3    | 021       | 020              | LILLE                               | 023              | MARSEILLE ST CHARLES                | 124                      | 0                     | 13                     |
*| 2014 | 3    | 030       | 023              | MARSEILLE ST CHARLES                | 021              | LYON PART DIEU                      | 566                      | 0                     | 110                    |
*| 2014 | 3    | 025       | 021              | LYON PART DIEU                      | 025              | MONTPELLIER                         | 403                      | 1                     | 61                     |
*| 2014 | 3    | 031       | 023              | MARSEILLE ST CHARLES                | 032              | PARIS LYON                          | 441                      | 0                     | 37                     |
*| 2014 | 3    | 057       | 032              | PARIS LYON                          | 025              | MONTPELLIER                         | 326                      | 0                     | 30                     |
*| 2014 | 3    | 036       | 027              | NANCY                               | 031              | PARIS EST                           | 294                      | 0                     | 11                     |
*| 2014 | 3    | 004       | 004              | ANNECY                              | 032              | PARIS LYON                          | 145                      | 0                     | 6                      |
*| 2014 | 3    | 062       | 032              | PARIS LYON                          | 040              | SAINT ETIENNE CHATEAUCREUX          | 17                       | 0                     | 1                      |
*| 2014 | 3    | 092       | 041              | ST MALO                             | 033              | PARIS MONTPARNASSE                  | 103                      | 0                     | 5                      |
*| 2014 | 3    | 095       | 043              | STRASBOURG                          | 031              | PARIS EST                           | 479                      | 0                     | 34                     |
*| 2014 | 3    | 007       | 007              | BELLEGARDE (AIN)                    | 032              | PARIS LYON                          | 260                      | 0                     | 27                     |
*| 2014 | 3    | 001       | 001              | AIX EN PROVENCE TGV                 | 032              | PARIS LYON                          | 391                      | 0                     | 49                     |
*| 2014 | 3    | 013       | 013              | DOUAI                               | 034              | PARIS NORD                          | 201                      | 0                     | 24                     |
*| 2014 | 3    | 015       | 015              | GRENOBLE                            | 032              | PARIS LYON                          | 249                      | 0                     | 16                     |
*| 2014 | 3    | 019       | 019              | LE MANS                             | 033              | PARIS MONTPARNASSE                  | 458                      | 0                     | 36                     |
*| 2014 | 3    | 071       | 033              | PARIS MONTPARNASSE                  | 019              | LE MANS                             | 449                      | 0                     | 31                     |
*| 2014 | 3    | 027       | 021              | LYON PART DIEU                      | 039              | RENNES                              | 31                       | 0                     | 2                      |
*| 2014 | 3    | 089       | 039              | RENNES                              | 021              | LYON PART DIEU                      | 61                       | 0                     | 4                      |
*| 2014 | 3    | 055       | 032              | PARIS LYON                          | 022              | MACON LOCHE                         | 222                      | 0                     | 5                      |
*| 2014 | 3    | 032       | 024              | METZ                                | 031              | PARIS EST                           | 299                      | 0                     | 9                      |
*| 2014 | 3    | 042       | 031              | PARIS EST                           | 027              | NANCY                               | 294                      | 0                     | 7                      |
*| 2014 | 3    | 094       | 043              | STRASBOURG                          | 028              | NANTES                              | 41                       | 0                     | 4                      |
*| 2014 | 3    | 060       | 032              | PARIS LYON                          | 030              | NIMES                               | 326                      | 0                     | 28                     |
*| 2014 | 3    | 086       | 036              | POITIERS                            | 033              | PARIS MONTPARNASSE                  | 494                      | 0                     | 28                     |
*| 2014 | 3    | 073       | 033              | PARIS MONTPARNASSE                  | 036              | POITIERS                            | 508                      | 0                     | 31                     |
*| 2014 | 3    | 088       | 038              | REIMS                               | 031              | PARIS EST                           | 211                      | 0                     | 9                      |
*| 2014 | 3    | 043       | 031              | PARIS EST                           | 038              | REIMS                               | 216                      | 0                     | 9                      |
*| 2014 | 3    | 075       | 033              | PARIS MONTPARNASSE                  | 039              | RENNES                              | 559                      | 0                     | 19                     |
*| 2014 | 3    | 091       | 040              | SAINT ETIENNE CHATEAUCREUX          | 032              | PARIS LYON                          | 6                        | 0                     | 0                      |
*| 2014 | 3    | 076       | 033              | PARIS MONTPARNASSE                  | 041              | ST MALO                             | 55                       | 0                     | 2                      |
*| 2014 | 3    | 093       | 042              | ST PIERRE DES CORPS                 | 033              | PARIS MONTPARNASSE                  | 431                      | 0                     | 68                     |
*| 2014 | 3    | 077       | 033              | PARIS MONTPARNASSE                  | 042              | ST PIERRE DES CORPS                 | 459                      | 0                     | 27                     |
*| 2014 | 3    | 044       | 031              | PARIS EST                           | 043              | STRASBOURG                          | 445                      | 0                     | 24                     |
*| 2014 | 3    | 096       | 044              | TOULON                              | 032              | PARIS LYON                          | 238                      | 0                     | 33                     |
*| 2014 | 3    | 078       | 033              | PARIS MONTPARNASSE                  | 045              | TOULOUSE MATABIAU                   | 153                      | 0                     | 19                     |
*| 2014 | 3    | 079       | 033              | PARIS MONTPARNASSE                  | 046              | TOURS                               | 150                      | 0                     | 10                     |
*| 2014 | 3    | 100       | 048              | VANNES                              | 033              | PARIS MONTPARNASSE                  | 160                      | 0                     | 8                      |
*| 2014 | 3    | 008       | 008              | BESANCON FRANCHE COMTE TGV          | 032              | PARIS LYON                          | 226                      | 0                     | 12                     |
*| 2014 | 3    | 049       | 032              | PARIS LYON                          | 008              | BESANCON FRANCHE COMTE TGV          | 218                      | 0                     | 7                      |
*| 2014 | 3    | 045       | 032              | PARIS LYON                          | 001              | AIX EN PROVENCE TGV                 | 444                      | 0                     | 22                     |
*| 2014 | 3    | 068       | 033              | PARIS MONTPARNASSE                  | 010              | BREST                               | 186                      | 0                     | 4                      |
*| 2014 | 3    | 050       | 032              | PARIS LYON                          | 011              | CHAMBERY CHALLES LES EAUX           | 268                      | 0                     | 31                     |
*| 2014 | 3    | 070       | 033              | PARIS MONTPARNASSE                  | 017              | LAVAL                               | 234                      | 0                     | 9                      |
*| 2014 | 3    | 018       | 018              | LE CREUSOT MONTCEAU MONTCHANIN      | 032              | PARIS LYON                          | 220                      | 0                     | 25                     |
*| 2014 | 3    | 053       | 032              | PARIS LYON                          | 018              | LE CREUSOT MONTCEAU MONTCHANIN      | 206                      | 0                     | 22                     |
*| 2014 | 3    | 084       | 034              | PARIS NORD                          | 020              | LILLE                               | 625                      | 1                     | 29                     |
*| 2014 | 3    | 024       | 021              | LYON PART DIEU                      | 023              | MARSEILLE ST CHARLES                | 645                      | 0                     | 100                    |
*| 2014 | 3    | 026       | 021              | LYON PART DIEU                      | 032              | PARIS LYON                          | 629                      | 0                     | 25                     |
*| 2014 | 3    | 028       | 022              | MACON LOCHE                         | 032              | PARIS LYON                          | 205                      | 0                     | 10                     |
*| 2014 | 3    | 035       | 026              | MULHOUSE VILLE                      | 032              | PARIS LYON                          | 320                      | 0                     | 24                     |
*| 2014 | 3    | 072       | 033              | PARIS MONTPARNASSE                  | 028              | NANTES                              | 541                      | 0                     | 23                     |
*| 2014 | 3    | 038       | 028              | NANTES                              | 043              | STRASBOURG                          | 41                       | 0                     | 3                      |
*| 2014 | 3    | 039       | 029              | NICE VILLE                          | 032              | PARIS LYON                          | 182                      | 0                     | 26                     |
*| 2014 | 3    | 040       | 030              | NIMES                               | 032              | PARIS LYON                          | 336                      | 0                     | 45                     |
*| 2014 | 3    | 087       | 037              | QUIMPER                             | 033              | PARIS MONTPARNASSE                  | 150                      | 0                     | 8                      |
*| 2014 | 3    | 090       | 039              | RENNES                              | 033              | PARIS MONTPARNASSE                  | 574                      | 0                     | 30                     |
*| 2014 | 3    | 063       | 032              | PARIS LYON                          | 044              | TOULON                              | 186                      | 0                     | 14                     |
*| 2014 | 3    | 097       | 045              | TOULOUSE MATABIAU                   | 033              | PARIS MONTPARNASSE                  | 89                       | 0                     | 7                      |
*| 2014 | 3    | 047       | 032              | PARIS LYON                          | 006              | AVIGNON TGV                         | 485                      | 0                     | 36                     |
*| 2014 | 3    | 082       | 034              | PARIS NORD                          | 013              | DOUAI                               | 196                      | 0                     | 11                     |
*| 2014 | 3    | 052       | 032              | PARIS LYON                          | 015              | GRENOBLE                            | 259                      | 0                     | 21                     |
*| 2014 | 3    | 017       | 017              | LAVAL                               | 033              | PARIS MONTPARNASSE                  | 243                      | 0                     | 14                     |
*| 2014 | 3    | 065       | 033              | PARIS MONTPARNASSE                  | 002              | ANGERS SAINT LAUD                   | 435                      | 0                     | 25                     |
*| 2014 | 3    | 023       | 021              | LYON PART DIEU                      | 020              | LILLE                               | 247                      | 0                     | 50                     |
*| 2014 | 3    | 022       | 020              | LILLE                               | 034              | PARIS NORD                          | 615                      | 2                     | 63                     |
*| 2014 | 3    | 033       | 025              | MONTPELLIER                         | 021              | LYON PART DIEU                      | 397                      | 2                     | 66                     |
*| 2014 | 3    | 054       | 032              | PARIS LYON                          | 021              | LYON PART DIEU                      | 626                      | 0                     | 18                     |
*| 2014 | 3    | 041       | 031              | PARIS EST                           | 024              | METZ                                | 306                      | 0                     | 4                      |
*| 2014 | 3    | 003       | 003              | ANGOULEME                           | 033              | PARIS MONTPARNASSE                  | 328                      | 1                     | 39                     |
*| 2014 | 3    | 066       | 033              | PARIS MONTPARNASSE                  | 003              | ANGOULEME                           | 329                      | 0                     | 21                     |
*| 2014 | 3    | 058       | 032              | PARIS LYON                          | 026              | MULHOUSE VILLE                      | 310                      | 0                     | 15                     |
*| 2014 | 3    | 099       | 047              | VALENCE ALIXAN TGV                  | 032              | PARIS LYON                          | 273                      | 0                     | 39                     |
*| 2014 | 3    | 064       | 032              | PARIS LYON                          | 047              | VALENCE ALIXAN TGV                  | 268                      | 0                     | 21                     |
*| 2014 | 3    | 005       | 005              | ARRAS                               | 034              | PARIS NORD                          | 339                      | 1                     | 38                     |
